sentence,label
"35 : 1 cast : ralph fiennes , cate blanchett , ciaran hinds , tom wilkinson , richard roxburgh , clive russell , bille brown director : gillian armstrong producers : robin dalton , timothy white screenplay : laura jones based on the novel by peter carey cinematography : geoffrey simpson music : thomas newman u .",1
"effective support is provided by ciaran hinds ( the male lead in jane austen's persuasion ) as lucinda's close friend , tom wilkinson ( the full monty ) as oscar's mentor , and clive russell as a self-serving adventurer .",2
"people won't be flocking to kundun for it's great ending , or talking about its outstanding plot , but it does have a lot to offer : an interesting lifetime , exotic sights , rich cinematography , and innovative music .",2
"cast : gwyneth paltrow , john lynch , john hannah , jeanne tripplehorn , douglas mcferran , zara turner director : peter howitt producers : phillipa braithwaite , sydney pollack , william hocberg screenplay : peter howitt cinematography : remi adefarasin music : david hirschfelder u .",1
"maybe that's where you met your significant other , and , had you reached the platform just a few seconds laterâ€¦ film makers are no less fascinated by issues of destiny than anyone else , and that's why there's no shortage of movies about this subject .",1
"however , they are most explicitly examined in a 1981 film called blind chance , where kieslowski presents the three different fates of one man after a minor action ( missing or catching a train ) changes the course of his life .",1
"in his autobiography , kieslowski on kieslowski , the director describes his attraction to the concept this way : "" [the idea is] rich and interestingâ€¦ that every day we're faced with a choice which could end our entire life yet of which we're completely unaware . """,2
"while this approach has been the fodder for several notable dramatic films ( including , in a way , frank capra's it's a wonderful life ) , sliding doors is the first romantic comedy to plumb its depths .",2
"she plays both of her roles effectively and believably -- the shy , insecure woman who stays with gerry and the liberated , platinum-blond who severs the ties to her old life and embarks on a new career with a new man .",2
"his "" sons "" ( anthony anderson , mongo brownlee , and jerod mixon ) have grown into brilliant but foul-mouthed prodigies -- witness their hilarious , profanity-laden quantum mechanics study session .",2
"there's more to the plot than this , of course , as charlie/hank becomes involved with irene ( renee zellweger ) , who is being hunted by corrupt new jersey cops because of her involvement with a crooked golf course owner .",2
"hank starts off as an amusing character -- consider his revenge against a woman who skips ahead of charlie in the supermarket line-up , for example -- but then the writers seem to assume that hank as a concept is good enough .",2
"there are also some really bizarre moments , like the late introduction of another companion for charlie and irene , the weird albino whitey ( michael bowman ) , whose inclusion seems almost an afterthought .",0
"but irene is a poor successor to cameron diaz's character in "" mary "" , because whereas diaz was both the instigator and victim of comic moments , zellweger is usually just left to react to carrey's antics .",0
"although the term "" schizo "" is used on occasion in the film , it is never employed by someone who should know better -- instead they spit out "" advanced delusionary schizophrenia with narcissistic rage "" like it rolled right off the tongue .",0
"i had great hopes for this reteaming of jim carrey and the farrelly brothers ( they first worked together on "" dumb and dumber "" ) , and in the final analysis i'll admit to feeling a little disappointed . """,0
"critique : a wonderful recreation of the 1940s style movies , with the fast-talking witty banter between co-workers , a catchy jazz score moving things along , film noirish elements such as the veronica lake-type sexpot , one-liners galore and a fluffy , if inconsequential plotline .",2
"the sets , on the other hand , were amazing , the production design and costumes were perfect , and the casting ideal , so i kept hoping that the film would pick up and not turn into yet another mediocre outing for the man .",1
"but it wasn't not long before i was fully engaged by the characters , entertained by the many zingers delivered back-and-forth between allen and hunt , and actually interested in the resolution of the flick .",2
"of course , films like this ( with little or no real tension in the plot ) need solid actors to keep you interested in the quick-fire dialogue , and once again , allen does a great job in playing his character , who for once , isn't his typical new york jewish neurotic cheating insecure husband dude .",2
"i didn't care much for her running joke about him "" dying "" whenever he left a room , but overall she was really good and i especially liked the way that her sweaters clung to her breasts as they did .",2
"a great looking picture with a nice jazzy score , some funny one-liners , especially in the second half , a decent plotline , although you shouldn't expect a real mystery or anything , and some solid acting all around .",2
"i can't say that this is even remotely close to any of allen's best work , but i certainly believe it to be a step in the right direction , especially after the dinky decade of films that he just went through .",2
"it's probably better geared towards allen fans more than anyone else , but i would still recommend this film to anyone looking for a cute , "" old-school "" kind of vibe , with chemistry between the leads , zippy dialogue and a satisfying conclusion .",2
little known facts about this film and its stars : annie hall ( 10/10 ) - celebrity ( 5/10 ) - everyone says i love you ( 5/10 ) - husbands and wives ( 9/10 ) - mighty aphrodite ( 5/10 ) - small time crooks ( 7/10 ) - when harry met sally ( 10/10 ) - you've got mail ( 4/10 ),1
"two english fops , the 'powdered , be-wigged , be-ribboned' sir rodney ffing ( sidney james ) and his counterpart lord darcy pew ( jim dale ) decide to travel to revolutionary france in an attempt to rescue their fellow french royalists and aristocrats from losing their heads by the guillotine .",1
"after the fingernail rescues a prominent royalist the duc de pommfrit ( charles hawtrey ) , citizen robespierre ( peter gilmore ) orders the head of the secret police citizen 'the big cheese' camembert ( kenneth williams ) and citizen bidet ( peter butterworth ) to follow the fingernail to england and do away with him .",1
"ffing attempts to stall camembert so that he can return to the bastille to rescue jacqueline , camembert has her moved to the 'chateau neuve' , and a climactic sword-fight decides who will lose their heads at the end of the film !",2
"sid james is excellent as the english fop and black fingernail , kenneth williams excels as the evil camembert , and peter butterworth expertly plays the substantial part of camembert's thick-witted crony .",2
"although it suffers from a disasterously over-long sword fight at the end of the film , it is largely successful due to the performances of the main stars , its slick and professional production , and its better-than-usual script .",2
"________________________________________________________________ the central focus of michael winterbottom's "" welcome to sarajevo "" is sarajevo itself , the city under siege , and its different effect on the characters unfortunate enough to be stuck there .",1
"it proves the backdrop for a stunningly realized story which refreshingly strays from mythic portents ( "" platoon "" ) , racial tumultuosness ( the risible "" the walking dead "" ) or a tinge of schmaltziness ( "" schindler's list "" ) .",2
"the assortment of high-profile supporting actors , ranging from woody harrelson as a yankee reporter "" into "" liquor and cigarrettes to marisa tomei as a huggable children's aid or somesuch are incapable of rising above the sketchiness of their characters , albeit they strive .",0
"the concept of three juxtaposed narratives , at least in the "" flavor of the month "" sense , can be traced to quentin tarantino , as can the gunslinging desperados and pop music that have become the humdrum trademark of pulp fiction imitators .",1
"despite the cinematic and structural predictability and an exhausting three hour running time , amores perros finds surprising flickers of humanity within the dead-end lives of ex-convicts , losers , young lovers on the lam , and hired gunmen .",2
"at the beginning of "" sweet sweetback , "" he offers this epigraph , which is a traditional prologue used in medieval times when a messenger brought bad news : "" sire , these lines are not an homage to brutality that the artist has invented , but a hymn from the mouth of reality .",1
"of course , with today's abundance of rap and hip hop music that sings the same ode to black inner-city life , as well as films by spike lee , john singleton , and the hughes brothers , "" sweet sweetback "" doesn't seem all that revolutionary .",0
"sweet sweetback "" is now considered to be the film that kicked off the blaxploitation era , although van peebles disassociates "" sweetback "" from other movies like "" shaft "" ( 1972 ) and "" the mack "" ( 1973 ) , because those were financed by big hollywood studios . """,2
"the legacy of "" sweet sweetback's baadasssss song "" is not only the plentiful amount of art and music told from the african-american perspective , but more importantly , the work of every artist who has fought to fund and produce that which is important to him .",2
"cast : matthew mcconaughey , bill paxton , harvey keitel , jon bon jovi , jake weber , david keith , jack noseworthy written by : jonathan mostow , sam montgomery and david ayer directed by : jonathan mostow running time : 118 minutes the "" submarine "" genre of movies seems to be one of the most intriguing and compelling types of storytelling there is .",2
"yes , u-571 is historically incorrect and there are surely some specifics in the plot that people who have been onboard a submarine will tell you "" that couldn't happen "" , but the overall point of this film is entertainment .",1
"steven spielberg's "" amistad , "" which is based on the true story of a group of africans who revolted on board a slave ship , then were captured and taken to america where a legal dispute ensued over who "" owned "" them , is concerned with several different aspects of this story .",1
"for one thing , spielberg's camera never once gets near a southern plantation and instead sticks to the slave ships and the slave traders' operations in africa , so "" amistad "" was dealing with a different part of the history of slavery from the very beginning .",1
"one scene in the middle , in which the crew of a slave ship dispose of some of their "" excess "" slaves by throwing them overboard to drown , has to be one of the most disturbing film images of the year .",0
"exposing politicians as narrow-minded , opportunistic hypocrites is fairly standard stuff , of course , but spielberg and writer david franzoni do it well enough that it still comes off as something more than just a simple exercise in audience manipulation .",2
"the film also examines the contentious nature of the slavery issue at the time , such that john quincy adams ( and probably other politicians like him ) , who clearly disapproved of the practice , was reluctant to get involved in the case until it was appealed all the way to the supreme court .",1
"the biggest success of "" amistad "" is probably the characterization of cinque ( djimon hounsou ) , who emerges as the de facto leader of the kidnapped africans and struggles to communicate with baldwin ( matthew mcconaughey ) , the lawyer who represents them in court .",2
"the main flaw in this film , which prevents it from earning four stars , is that it seems like spielberg and franzoni can't quite handle all of these issues at the same time , so instead they settle for addressing each one separately and simply editing the results into the same movie .",0
"amistad "" tries to pull it all together in the end with a speech from adams , but it somehow feels a little forced , and in any case the speech itself , which lasts almost fifteen minutes , wears out its welcome about halfway through .",0
"however , i can't honestly say how it could have been done differently , and in any case the story comes through with enough raw emotional power that it is still a very good film , and thus i recommend it to anyone who can handle the disturbing imagery .",2
" 1999 , r , 103 minutes [1 hour , 43 minutes]starring : sarah polley ( ronna ) , desmond askew ( simon ) , jay mohr ( zack ) , scott wolf ( adam ) ; written by john august ; produced by matt freeman , mickey liddell , paul rosenberg ; directed by doug liman .",1
"everyone has their own life story , both past and present , and every time two or more interact , they become part of each others' story ( not necessarily an important or even significant part , but a part nevertheless ) .",1
"in order to test this theory screenwriter john august and director doug liman assemble a cast of characters that wouldn't usually be the types to have an entire film revolve around them , such as a teenage supermarket cashier , a bottom-of-the-drug-food-chain dealer and two struggling soap opera actors .",1
"these types of characters might not sound all that original , but consider that they will all be somehow effected by a strip club bouncer and his psychotic father , a mid-level drug dealer , a narc obsessed with multi-level-marketing , horny wedding guests , a zen lovemaker , two shrimp-scarfers and a cute normal teenage girl to round things out .",1
"nearly the same can be said for two other characters , zack ( mohr ) and adam ( wolf ) , who we don't think much of when they first appear as supporting characters , but later will become major players to the film's makeup - another process used by the filmmakers to elaborate on the theory of how significant insignificant interaction might be .",1
"and so the film begins to take shape , first by following ronna and her friends on a one-night adventure that begins with a drug deal instigated by zack and adam ( who were actually looking for simon ) , which doesn't exactly go as planned , but that's what keeps it all so interesting .",2
"director : tony scott writer : david marconi starring : will smith , gene hackman , jon voight , regina king , loren dean , barry pepper , jack black , seth green , jamie kennedy , ian hart , lisa bonet , jake busey , scott caan , jason lee , stuart wilson , tom sizemore , gabriel byrne , james legros , jason robards , phil hawn , dan butler , philip baker hall with the sudden liberal emergence of personal privacy abounding in the news lately , what with that whole clinton thing going on ( you know , 100 million bucks to discover the president got boinked by an intern - oh , please , government , waste my taxes just a bit more , would you ? )",0
"with this and "" crimson tide , "" he's created two successfully chilly films that are interesting , exciting , even pretty smart , but never totally riveting as cinema , and the problem i think with each of these films is that each film is too obsessed with its message to ever be really satisfying , and too obsessed with looking all cutting edge to ever be totally smart .",0
"i hate to do this , but last year's film "" the game "" got it damn perfect : it casts michael douglas as a deeply flawed human being , a man who is cold and has cut off everyone from his life , and then pulls everything he thought he had as a security blanket away from him and watched what happened .",2
"he's a good dramatic actor ( just see the first half hour of "" six degrees of separation "" for proof of this , not that he isn't great the whole time ) , and here , he makes his character likable and sympathetic without any real strain on his character , which makes the film lack any real deep interesting qualities .",0
"smith becomes involved in a mass conspiracy involving the assasination of a senator opposed to a government law that would create world surveillance , extinguishing privacy as we know it from the world , under the pretense that it would make crime easier to control , when he is passed a disk of the event caught on tape by an outside party ( a nature observer played by , uh , jason lee ) .",1
"as smith's plight is dramatized , we are introduced to the masterminds who surveillance him , sitting in vans disguised as other businesses , staring at computers and pulling out tricks faster than a speeding bullet .",1
"these guys ( played by jack black , jamie kennedy , and seth green ) are the most interesting part of this film because they're , well , fascinating : they're doing their jobs , which are evil , but the film doesn't view them as such , and they almost become our friends .",2
"unfortunately , this also backfires a bit on the film : instead of being the flashlight in the darkened room that "" the game "" was , you see everything , and are thus not as freaked out because you know what is going on .",0
"he's a not-bad director because , hell , he is always interesting to watch ( if not occasionally moronic - exhibit a : "" days of thunder "" ) , but the reason he's not great is because he's too technical and calculated .",1
"this is incredibly annoying , and it reduces "" enemy of the state "" to a mechanical mishmash of flashy images that never expand the mind at any great depths , but still manage to entertain without any real problems .",1
"add the best big cast this side of the annual woody allen film ( everyone from gabriel byrne to dan butler pop up for cameos ) , and you've got a good old fashioned escapist drama which does all the thinking for you so that you never have to actually question the debate over personal privacy and so you can follow will smith's plight without a minute's worth of boredom .",2
"within minutes , harry invites himself and his girlfriend , a corpulent , springy bun named plum ( sophie guillemin ) , to michel's house -- to reminisce about the good old school days michel himself can barely remember .",1
"leading a life of constant gratification , harry is convinced that all michel's problems -- lack of money and the desire to please other people -- have obscured michel's path toward fulfillment as a writer .",1
"the music , with sinister ominous overtones , often diverts our attention by accentuating superfluous elements , such as the eggs harry likes to eat after having an orgasm or the vulgar pink wall pattern in the bathroom of michel's house .",0
"it is the latest entry in this decade's dubious revival of the '70s disaster film , and the first of two "" the sky is falling "" flicks to hit screens this year ( the other being this coming july's armageddon , in which a meteor is the threat ) .",1
"the most prominent of the "" personal "" stories is that of ambitious tv news reporter jenny lerner ( tea leoni ) , who is distraught that her father ( maximilian schell ) left her mother ( vanessa redgrave ) for a younger woman ( rya kihlstedt ) .",1
"what is just as snicker-worthy is how this co-venture between paramount and dreamworks skg aggressively pushes another high-profile corporate collaboration , microsoft and nbc's cable news network msnbc , which employs jenny , who is the film's ostensible main character .",1
"the challenge presented by this format to the director is twofold : ( 1 ) to make the audience care for these guest characters , regardless of how briefly seen or thinly written they are , and ( 2 ) powerfully tug at the emotions without being heavy-handed or overly melodramatic .",1
"having passed the "" er challenge "" in numerous episodes and showed a flair for creating suspense in the peacemaker , leder could not be a better fit to bring michael tolkin and bruce joel rubin's rather formulaic disaster screenplay to screen .",1
"situations that initially feel contrived , such as jenny's familial crisis and the teenage romance between sarah hotchner ( leelee sobieski ) and comet discoverer leo biederman ( elijah wood ) , achieve some poignance ; and even the more vaguely drawn characters , including u .",1
"president tom beck ( morgan freeman ) , astronaut spurgeon "" fish "" tanner ( robert duvall ) , and his rather faceless crew ( ron eldard , jon favreau , mary mccormack , blair underwood , and alexander baluyev ) aboard the comet-bombing spacecraft messiah , have their share of touching moments .",2
"in dark city , when the last dying , defeated alien asks john murdoch why the aliens' scientific experiments on the human beings' brains failed , murdoch replies , pointing to his head , "" because the human condition isn't located in here . """,0
"luther heggs ( knotts ) is a bug-eyed type-setter for the local newspaper , he's always dreamed of becoming a first-class reporter but newspaper manager ollie ( skip homeier ) makes fun of him and won't let him write any stories .",0
", rachael leigh cook , jodi lyn o'keefe , anna paquin , kieran culkin , elden henson , paul walker , kevin pollak , dule hill , usher raymond , matthew lillard , clea duval , lil' kim high school comedies have been pretty rare this decade .",1
"can't hardly wait came along last year , and was a deliberate attempt to recapture the 80s spirit , when films like say anything , sixteen candles , and fast times at ridgemont high were opening seemingly every weekend .",1
"we then cut to fbi agents scully and mulder ( gillian anderson and david duchovny ) , who have been pulled off of their previous assignment ( investigations into the paranormal ) and put onto the bomb squad detail .",2
her passion for `long-distance communication' is the result of her younger days being spent avidly in front of a ham-radio system ( a hobbyist radio communication device ) which her late-father bought for her .,2
"a scene which particularly strengthens the audiences' view of the passion is when she asked her father whether she could contact her late-mother through the ham-radio system in which her father replied "" not even the most powerful radio in the world can do that , now "" .",2
"allie's research is based on the seti project ( search for extra terrestrial intelligence ) , in which she listens to radio emissions from other galaxies in the hope of finding one which would suggest intelligent manipulation .",1
"her eligibility for the spot failed when she is questioned on her beliefs in the existence of god by the president's spiritual advisor ( mcconaughey ) ; allie , being an atheist , a result of her belief in fact and science , refuses to budge upon questioning .",1
"many people who read the synopsis of this film would find it a tad too ridiculous , but by actually immersing yourself in it , gives you an entirely different perspective ; one which is free from bias and pre-conceptions .",2
""" face/off "" is the story of sean archer ( john travolta ) , a member of an elite secret fbi team attempting to hunt down and catch castor troy ( nicholas cage ) , one really vile and over the top terrorist ( of course , who isn't in today's action movies ) .",1
"all in all , if you allow yourself to be wrapped up in face/off's vortex , you may look back at a few parts ( the face swapping scene comes instantly to my mind ) with skepticism , but you'll certainly enjoy the two hour ride .",2
"notice i wrote "" could "" instead of "" will "" or "" should , "" because kitano's poetic , meditative brand of filmmaking will probably be as difficult for most mainstream audiences to sit through as it is to describe ( at the showing of sonatine i attended , there were more than a handful of walkouts ) .",0
"although there are brief bursts of bloody violence interspersed throughout the film , what ( for lack of a better word ) "" offended "" was the attention to behavior that would normally be deemed too trivial to be shown onscreen .",0
"it sounds kind of boring on the page ( and , apparently for some it's boring on screen as well ) , but the quirky humor of these scenes give what could easily be a tired story an unusual air of freshness and humanity .",2
"in this film , kitano , in a nearly silent role , plays a former cop who takes his terminally ill wife ( kayoko kishimoto ) on an extended road trip ; at the same time , police tail him for a bank robbery he made in order to pay off a mob loan shark .",1
"his paintings ( which , not so surprisingly , are actually painted by kitano himself ) are extensively viewed in haunting wordless sequences , which provide the film with a stunning visual framework that grows increasingly ominous as the quietly poignant conclusion draws near .",2
"but in sonatine and fireworks , kitano proves to be a gifted cinematic visionary whose truly unique work deserves stateside recognition , even if that recognition comes from a fairly limited , though highly appreciative , audience .",2
"html cast : vin diesel , radha mitchell , keith david , cole hauser , rhiana griffith , claudia black , lewis fitz-gerald writers : david twohy , ken and jim wheat director : david twohy pitch black is a sheep in wolf's clothing .",1
"one of kyle mclachlan's earlier cinematic features , this movie has had an obvious influence on such films as the terminator ( 8/10 ) , species ( 7/10 ) and the more recent , fallen with denzel washington .",2
"plot : a science-fiction picture set in modern times , this thriller follows the exploits of an "" entity "" from outer space , who likes to inhabit human bodies , use them up until they are completely worn out , and then switch over to the next available receptacle .",1
"critique : this fast-paced , urban equivalent of the thing ( 8/10 ) , checks in on all cylinders for ultra-violence ( god knows how many people died in this movie ) , action and an overall rock 'n roll attitude .",2
"i wouldn't recommend it to those who don't like car chases , murders , and bland acting , but for all the rest of you out there , those who enjoy putting away their brains every now and again , sitting back , slamming back some salsa'd nachos , and relishing in the cheeze some call film .",2
"she is devastated to find out that her daughter is sick , but , as in the previous three tales , her situation is hopeless : the sweatshop owners keep promising to pay , but it's obvious that the woman , as well as the other desperate workers , will not get a cent for their labor .",1
"the stories of this spare , reserved documentary-like black-and-white film give face to the faceless , to those aspects of urban and , most importantly , human experience we usually avert our eyes from .",1
"i remember john huston's fat city , about two fighters from stockton : one is aging and paunchy , who had his moment of glory but whose next stop is skid row ; his young counterpart has chosen the same fate , despite the living lesson before his eyes .",2
"as the film progresses , i watched chow evolve from this distant , commanding presence to an emotional , tangible creature that , with an honest glance , can covey passionate love for his family and for his country .",2
"the main issue with films that deal with an epic theme -- one that requires grandiose set constructions , hundreds upon thousands of extras , an amazing selection of costumes and jewelry , and exotic locations -- is that it can all fail with the wrong director behind the camera .",1
"i could just see the first treatments of the film : `kirk to spock , put the phasers on stun because the king of siam needs our help to rid his country of imperialist forces uniting against him in a deadly trade war' .",1
this `political struggle' of chow's king mongkut between british imperialism and the internal power struggles of his kingdom adds only a distraction to the film's main focus of the unrequited love people can hold for one another .,0
"films adapted from comic books have had plenty of success , whether they're about superheroes ( batman , superman , spawn ) , or geared toward kids ( casper ) or the arthouse crowd ( ghost world ) , but there's never really been a comic book like from hell before .",1
"getting the hughes brothers to direct this seems almost as ludicrous as casting carrot top in , well , anything , but riddle me this : who better to direct a film that's set in the ghetto and features really violent street crime than the mad geniuses behind menace ii society ?",2
"it's a filthy , sooty place where the whores ( called "" unfortunates "" ) are starting to get a little nervous about this mysterious psychopath who has been carving through their profession with surgical precision .",1
"upon arriving in whitechapel , he befriends an unfortunate named mary kelly ( heather graham , say it isn't so ) and proceeds to investigate the horribly gruesome crimes that even the police surgeon can't stomach .",1
"i don't think anyone needs to be briefed on jack the ripper , so i won't go into the particulars here , other than to say moore and campbell have a unique and interesting theory about both the identity of the killer and the reasons he chooses to slay .",2
"as accurate as almost every detail is in , "" high art , "" i wish the relationship had been more tightly written involving syd and james , who , played by gabriel mann , is left with a throwaway role .",1
"for once , it did not invlove steaminess , or violent sexual activity , or gratuitous nudity , but focused on the actual characters , who love each other , and their insecurities involved in making the decision to actually have sex . """,2
"starring : bruce willis , matthew perry , rosanna arquette , michael clarke duncan , natasha henstridge , amanda peet , kevin pollak director : jonathan lynn written by : mitchell kapner as creator of the british tv series "" yes , minister "" and the writer/director of movie comedies like clue , nuns on the run , and my cousin vinny , jonathan lynn isn't lacking in the offbeat humor department .",1
"with the whole nine yards , he shows a considerably darker side to his sense of what's funny ; this time there are contract killers , murder plots and double-crosses to go with the pratfalls and silly accents that characterized earlier lynn films .",1
"after recognizing his new next-door neighbor jimmy jones ( willis ) as notorious hit man jimmy "" the tulip "" tudeski , oz is forced by his wife to go to chicago in hopes of collecting a reward for revealing tudeski's whereabouts to yanni gogolack ( pollak ) , the crime boss tudeski sold out for a reduced sentence .",1
"naturally , assorted hijinks ensue , including but not limited to oz's getting worked over by gogolack's enforcer frankie figs ( the green mile's duncan ) , sleeping with tudeski's wife ( henstridge ) , and finding out about a particularly large sum of money that everyone wants to "" off "" everyone else for .",2
"although its catastrophic theme and impressive special effects work ( the giant ocean waves are particularly spectacular ) place deep impact in the same category as the likes of twister , it is the first of the '90s disaster films to successfully marry the advanced film technology with emotions that ring true--a film that makes a genuine impact , even if it isn't as deep as hoped .",2
"but , the question arrises , will the seduction of fame and fortune corrupt the band and lead them to become just another one-hit wonder , or will they stick together and become the next teen sensations ?",1
", complete with a nifty original song that actually sounded authentic , is a fun and enjoyable movie that , although it doesn't become clear if it wants to be a comedy , drama , or romance , is a well-made look into the world of music .",2
"san francisco doctor walker ( harrison ford ) arrives in paris , with his wife sondra ( betty buckley , ) for a medical convention , with a bit of tax-exempt sightseeing on the side and a second honeymoon away from the kids .",2
"there does come a point where some filmic overkill sets in --and i mean this more figuratively than literally-- where , in plot twists and in persons introduced , too much is too much , especially by the standards of alfred hitchcock who would have built up developments more soberly while he would have kept going with character development .",0
"however , goro agrees to help tampopo in her quest , and in the process they seek the wisdom of an elderly noodle expert , enlist the aid of a wealthy patron , and make friends with the former enemy .",2
"because the film parodies a western , the construction of the plot is fairly predictable , but is still enjoyable as we watch the familiar way in which the "" good guys "" come together for the final showdown .",2
"and that's the problem--zero is unquestionably a head case , a shut-in with no social skills whatsoever , writing bad love songs , guzzling cans of tab , and eating tuna straight from the can when not working on a case .",0
"when the investigation forces him to deal directly with gloria , zero is treated to his first genuine emotional human contact and a glimpse of what real life is about--direct involvement , not objective observation .",0
"zero effect is not a perfect debut for kasdan ( son of lawrence ) ; in addition to the by-the-numbers mystery , there is also a weak subplot revolving around the strain arlo's work puts on his relationship with his girlfriend ( angela featherstone ) .",1
"jeffrey wigand ( russell crowe ) , newly fired from his job as a research and development executive with tobacco giant brown & williamson , is asked by "" 60 minutes "" producer lowell bergman ( al pacino ) to assist him on a story related to the cigarette industry .",1
"not only does wigand have to deal with the legal ramifications of going on "" 60 minutes "" ( he has signed a confidentiality agreement with brown & williamson ) but he soon finds his old bosses applying more dubious means of persuasion -- he is followed and sent threatening messages .",0
"to bergman's horror , both wallace and cbs news chief don hewitt ( philip baker hall ) agree to edit the segment to remove wigand's interview , despite the supposed autonomy of the news division within the cbs hierarchy .",1
"to make matters worse , big tobacco begins a smear campaign against wigand which , if successful , will destroy his credibility , making his interview worthless even if cbs does eventually acquiesce .",0
"although not as compelling as wigand's personal journey , bergman's efforts to fight both cbs management and the anti-wigand publicity are exciting and provide a dynamic counterpoint to the film's emotional and ethical struggles .",2
"many of the feats the movie attributes to bergman are exaggerations or wholesale fabrications -- feeding "" the wall street journal "" information to disprove big tobacco's smear campaign , for example .",0
"eventually , he pierces the neck of a grief-stricken young girl named claudia ( kirsten dunst ) , whom lestat then curses with his unholy form of resurrection so that she can be a surrogate daughter to both himself and louis .",1
"when luis and claudia break loose from lestat , they travel to paris , where the euro-vamps santiago ( stephen rea ) and armand ( antonio banderas ) , who introduced them to a bigger world of the damned .",1
"epstein and howard koch - was beeing written as shooting went along ; the main actors were producers' second choice , and , finally , man behind camera , michael curtiz was considered to be capable , but not great director .",0
"his best friend is rick blaine ( bogart ) , who used to be idealistic anti-fascist , and now owns popular night club in casablanca and lives by his own cynical philosophy of "" sticking his neck for nobody "" .",1
"rains also gave another dimension to the movie , making it even more ambiguous ; people who like to analyse movies to death discovered signs of homosexuality in renault's relationship towards rick , and rick's final words leave room for even more outrageous speculations .",2
"scream 2 ( dimension - 1997 ) starring david arquette , neve campbell , courteney cox , sarah michelle gellar , jamie kennedy , laurie metcalf , elise neal , jerry o'connell , timothy olyphant , jada pinkett , liev schreiber screenplay by kevin williamson produced by cathy konrad , marianne maddalena directed by wes craven running time : 120 minutes note : some may consider portions of the following text to be spoilers .",1
"------------------------------------------------------------- on december 20 , 1996 , amidst all the year-end oscar bait releases from the major studios , miramax's genre label dimension films quietly released a sly little ensemble slasher flick titled scream .",1
"although the teen horror market had been given up for all-but-dead in recent years , the film shocked industry observers by scoring consistently high box office returns , eventually topping $100 million domestic and becoming one of the most successful films of its type in history , while delighting audiences by finally presenting a set of knowing slasher flick protagonists who were aware of the all the standard cliches associated with the genre .",2
"williamson has , based upon his produced screenplays as of this writing ( scream , i know what you did last summer from october 1997 , and now scream 2 ) , enjoyed a meteoric rise to fame , quickly become the most well-known screenwriter amongst the entertainment weekly-reading , box office figure-watching youth culture since -- well , since that quentin tarantino guy ( whom , it is said , has also achieved some renown as a director ) .",2
"williamson , and not the director that has been receiving the lion's share of acclaim for the success of scream , and the print advertisements for scream 2's theatrical release are similarly indicative of his increasing prominence : while the traditional "" a film by wes craven "" drapes the film's title in the ads , right below it ( in equal sized font , yet ) reads "" written by kevin williamson "" , an affirmation of the screenwriter's contribution to the project which may be unprecedented .",2
"williamson sold the screenplay for scream -- the basic premise for the film and the reunion of the surviving characters nevertheless seems extremely artificially contrived , and it's only at about the film's midway point when it becomes engaging .",1
"like its predecessor , scream 2 opens with a splashy , eye-grabbing prologue which only vaguely ties into the film's principal narrative ; this time around , we're following the exploits of a young couple ( jada pinkett and omar epps ) attending a riotously gleeful sneak preview screening of stab ( a running film-within-a-film gag where the "" true life "" events behind the first film has been turned into a movie ) .",2
"however , although it tries hard and has some good ideas -- the nightmarishly enthusiastic audience in the film vaguely reminded me of the one i was sharing the theatre with , and i was certainly thinking about gutting the overly-noisy person a few seats away myself after about fifteen minutes -- the prologue is a pale imitation of the bravura opening sequence in the original with drew barrymore ( where her performance not only convinced me that she * could * act , but was so good that it would rank among the best performances in a horror film that i've ever seen ) .",1
"there are too many knowing , hip pop-culture references crammed into the scream 2 sequence , and the setup isn't nearly as cleverly frightening as scream's ; while the first film's preface dizzyingly built up to a final shot that was exhilaratingly terrifying , the payoff here is almost campily theatrical .",0
"flash to the campus of a smalltown ohio college , where returning characters sidney ( neve campbell ) and randy ( jamie kennedy ) have relocated for their studies and to escape the notoriety from the events in the first film .",1
"the murders which open this film result in reuniting the survivors -- single-minded tabloid tv reporter gale weathers ( courteney cox ) roars into town to cover the breaking story , while ever-awkward former deputy dewey riley ( david arquette ) flies in to protectively guard over sidney .",1
"the film incidentally provides surprisingly little backstory , although i suppose a good case can be made that it really isn't necessary -- not because so many people have seen the first installment , but because this is , after all , a sequel to a slasher film : what do you * think * happened to these characters in the prior movie ?",0
"there's a lot of new faces on the scene too : sidney's new boyfriend , derek ( jerry o'connell ) and her new roommate hallie ( elise neal ) , randy's fellow film student mickey ( timothy olyphant ) , gale's newly-assigned nervous cameraman joel ( duane martin ) , omnipresent local journalist debbie salt ( laurie metcalf ) , co-ed cici cooper ( ms .",1
"they're staged much more imaginatively here ( save for the first post-prologue murder , which is handled in such a mediocre , conventional fashion that it seems to be culled directly from the predictable 1980s slasher flicks that the first film satirized ) , and are much more fun to watch .",2
"it's hard to hold back a smile during a giddy scene where sidney and her companion have to climb over the incapacitated killer in order to escape from a car wreck , and a cat-and-mouse chase involving gale and dewey in a campus sound lab is very nicely staged , although its ultimate resolution is hilariously overblown .",2
their verbal sparring at the outset provides much humour -- an exchange where dewey defensively rebukes charges of a perceived aura of incompetency is well-written -- and there's a curiously endearing aspect about their relationship amidst all the mayhem and bloodshed .,2
